i_neuron,cluster,gini,entropy,n_effective
0,0,0.675636019450828,0.5971499942829901,3.41776
1,0,0.6335576607507734,0.6650801594406878,3.88697
2,1,0.73597910733942,0.537864396474406,2.5196192
3,1,0.5869171121686515,0.7145862972769957,4.602533
