reward,location,identity,salience,neuron_type
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,E
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
,,,,I
